年月,地區,信用卡產業別,年齡層,信用卡交易筆數,信用卡交易金額[新臺幣]
201406,臺灣,衣,20(含)-25歲,77738,152306794
201406,臺灣,衣,25(含)-30歲,206598,452050550
201406,臺灣,衣,30(含)-35歲,334502,765637751
201406,臺灣,衣,35(含)-40歲,348615,824546454
201406,臺灣,衣,40(含)-45歲,299882,769370047
201406,臺灣,衣,45(含)-50歲,246608,707359051
201406,臺灣,衣,50(含)-55歲,167215,554631547
201406,臺灣,衣,55(含)-60歲,99823,362484779
201406,臺灣,衣,60(含)-65歲,53203,200736002
201406,臺灣,衣,65(含)-70歲,17747,64303836
201406,臺灣,衣,70(含)-75歲,6479,25311376
201406,臺灣,衣,75(含)-80歲,2109,9662929
201406,臺灣,衣,80(含)歲以上,4794,17631921
201406,臺灣,住,未滿20歲,2432,21613192
201406,臺灣,住,20(含)-25歲,42541,146105869
201406,臺灣,住,25(含)-30歲,156218,611692305
201406,臺灣,住,30(含)-35歲,290926,1257238763
201406,臺灣,住,35(含)-40歲,346716,1579258602
201406,臺灣,住,40(含)-45歲,331212,1605996608
201406,臺灣,住,45(含)-50歲,300682,1561106261
201406,臺灣,住,50(含)-55歲,233343,1231244885
201406,臺灣,住,55(含)-60歲,158134,935812754
201406,臺灣,住,60(含)-65歲,92832,528453982
201406,臺灣,住,65(含)-70歲,35560,199734958
201406,臺灣,住,70(含)-75歲,14331,76113668
201406,臺灣,住,75(含)-80歲,5831,29460820
201406,臺灣,住,80(含)歲以上,6569,44245918
201406,臺灣,行,未滿20歲,20203,24969729
201406,臺灣,行,20(含)-25歲,399697,292167899
201406,臺灣,行,25(含)-30歲,1359105,1180485420
201406,臺灣,行,30(含)-35歲,2191272,2183846439
201406,臺灣,行,35(含)-40歲,2301908,2619574258
201406,臺灣,行,40(含)-45歲,2102903,2607399154
201406,臺灣,行,45(含)-50歲,1883212,2413623482
201406,臺灣,行,50(含)-55歲,1514688,1966967735
201406,臺灣,行,55(含)-60歲,1031720,1332681456
201406,臺灣,行,60(含)-65歲,586224,743813971
201406,臺灣,行,65(含)-70歲,200579,247008071
201406,臺灣,行,70(含)-75歲,70568,84325972
201406,臺灣,行,75(含)-80歲,21699,27927873
201406,臺灣,行,80(含)歲以上,21194,29886486
201406,臺灣,文教康樂,未滿20歲,9351,63603062
201406,臺灣,文教康樂,20(含)-25歲,188739,570198328
201406,臺灣,文教康樂,25(含)-30歲,521762,1647769843
201406,臺灣,文教康樂,30(含)-35歲,684388,2622651403
201406,臺灣,文教康樂,35(含)-40歲,677571,3193049330
201406,臺灣,文教康樂,40(含)-45歲,610532,3754772883
201406,臺灣,文教康樂,45(含)-50歲,506971,3720538113
201406,臺灣,文教康樂,50(含)-55歲,342066,2784318379
201406,臺灣,文教康樂,55(含)-60歲,207697,1898614779
201406,臺灣,文教康樂,60(含)-65歲,119197,1231727810
201406,臺灣,文教康樂,65(含)-70歲,45532,528836132
201406,臺灣,文教康樂,70(含)-75歲,19193,242045355
201406,臺灣,文教康樂,75(含)-80歲,7015,94084251
201406,臺灣,文教康樂,80(含)歲以上,10641,106936923
201406,臺灣,百貨,未滿20歲,9278,21374027
201406,臺灣,百貨,20(含)-25歲,190938,381520300
201406,臺灣,百貨,25(含)-30歲,614922,1381059544
201406,臺灣,百貨,30(含)-35歲,1039345,2373490137
201406,臺灣,百貨,35(含)-40歲,1159428,2724196324
201406,臺灣,百貨,40(含)-45歲,1018560,2592467903
201406,臺灣,百貨,45(含)-50歲,841057,2390364467
201406,臺灣,百貨,50(含)-55歲,583166,1890834367
201406,臺灣,百貨,55(含)-60歲,372078,1230110200
201406,臺灣,百貨,60(含)-65歲,218780,709160430
201406,臺灣,百貨,65(含)-70歲,82121,264819735
201406,臺灣,百貨,70(含)-75歲,32284,99244979
201406,臺灣,百貨,75(含)-80歲,14028,43184486
201406,臺灣,百貨,80(含)歲以上,14214,41665299
201406,臺灣,其他,未滿20歲,16113,32390703
201406,臺灣,其他,20(含)-25歲,372634,806709895
201406,臺灣,其他,25(含)-30歲,1415551,3352839723
201406,臺灣,其他,30(含)-35歲,2545694,6811879830
201406,臺灣,其他,35(含)-40歲,2977647,9233880209
201406,臺灣,其他,40(含)-45歲,2664312,9618998595
201406,臺灣,其他,45(含)-50歲,2258293,9201804797
201406,臺灣,其他,50(含)-55歲,1600746,7562380021
201406,臺灣,其他,55(含)-60歲,987477,5159660565
201406,臺灣,其他,60(含)-65歲,532030,3025005787
201406,臺灣,其他,65(含)-70歲,170870,1044964808
201406,臺灣,其他,70(含)-75歲,59872,416946920
201406,臺灣,其他,75(含)-80歲,19788,161479339
201406,臺灣,其他,80(含)歲以上,35339,255172471
201407,臺灣,食,未滿20歲,14112,19046198
201407,臺灣,食,20(含)-25歲,277237,289602262
201407,臺灣,食,25(含)-30歲,996644,1153143931
201407,臺灣,食,30(含)-35歲,1900096,2271960998
201407,臺灣,食,35(含)-40歲,2422169,2903305692
201407,臺灣,食,40(含)-45歲,2456563,2996165467
201407,臺灣,食,45(含)-50歲,2299338,2887345958
201407,臺灣,食,50(含)-55歲,1791179,2361740746
201407,臺灣,食,55(含)-60歲,1247661,1660977840
201407,臺灣,食,60(含)-65歲,807264,1046545706
201407,臺灣,食,65(含)-70歲,330503,412800263
201407,臺灣,食,70(含)-75歲,143405,179161451
201407,臺灣,食,75(含)-80歲,59134,72357749
201407,臺灣,食,80(含)歲以上,46284,65792981
201407,臺灣,衣,未滿20歲,3839,8348699
201407,臺灣,衣,20(含)-25歲,75391,144718005
201407,臺灣,衣,25(含)-30歲,208524,443997777
201407,臺灣,衣,30(含)-35歲,340998,766429797
201407,臺灣,衣,35(含)-40歲,367873,838711034
201407,臺灣,衣,40(含)-45歲,319022,779691350
201407,臺灣,衣,45(含)-50歲,267694,748460722
201407,臺灣,衣,50(含)-55歲,180961,568584619
201407,臺灣,衣,55(含)-60歲,106625,373982080
201407,臺灣,衣,60(含)-65歲,56265,200586815
201407,臺灣,衣,65(含)-70歲,18033,65030612
201407,臺灣,衣,70(含)-75歲,6295,23580933
201407,臺灣,衣,75(含)-80歲,1997,8042018
201407,臺灣,衣,80(含)歲以上,5093,18858955
201407,臺灣,住,未滿20歲,2981,24034222
201407,臺灣,住,20(含)-25歲,46525,162111196
201407,臺灣,住,25(含)-30歲,168580,686780288
201407,臺灣,住,30(含)-35歲,309903,1347777559
201407,臺灣,住,35(含)-40歲,383632,1796983770
201407,臺灣,住,40(含)-45歲,387369,1917387367
201407,臺灣,住,45(含)-50歲,358839,1920248477
201407,臺灣,住,50(含)-55歲,266856,1444261125
201407,臺灣,住,55(含)-60歲,171848,995294944
201407,臺灣,住,60(含)-65歲,101735,595798635
201407,臺灣,住,65(含)-70歲,40264,225420616
201407,臺灣,住,70(含)-75歲,16045,83254621
201407,臺灣,住,75(含)-80歲,6471,33436321
201407,臺灣,住,80(含)歲以上,7151,45242692
201407,臺灣,行,未滿20歲,19493,22397498
201407,臺灣,行,20(含)-25歲,402882,299931024
201407,臺灣,行,25(含)-30歲,1416034,1219051729
201407,臺灣,行,30(含)-35歲,2288559,2260137255
201407,臺灣,行,35(含)-40歲,2445596,2769217943
201407,臺灣,行,40(含)-45歲,2246487,2760367435
201407,臺灣,行,45(含)-50歲,1991473,2542377105
201407,臺灣,行,50(含)-55歲,1573717,2047188386
201407,臺灣,行,55(含)-60歲,1066077,1387451856
201407,臺灣,行,60(含)-65歲,607049,773664290
201407,臺灣,行,65(含)-70歲,207375,253004378
201407,臺灣,行,70(含)-75歲,72149,86930638
201407,臺灣,行,75(含)-80歲,21924,28281507
201407,臺灣,行,80(含)歲以上,22255,32405775
201407,臺灣,文教康樂,未滿20歲,9787,68388856
201407,臺灣,文教康樂,20(含)-25歲,158549,553135978
201407,臺灣,文教康樂,25(含)-30歲,443419,1599816736
201407,臺灣,文教康樂,30(含)-35歲,645842,2557666687
201407,臺灣,文教康樂,35(含)-40歲,708965,3259808859
201407,臺灣,文教康樂,40(含)-45歲,659917,3804783715
201407,臺灣,文教康樂,45(含)-50歲,544639,3833443355
201407,臺灣,文教康樂,50(含)-55歲,357905,2854965696
201407,臺灣,文教康樂,55(含)-60歲,211173,1781110513
201407,臺灣,文教康樂,60(含)-65歲,119247,1067127226
201407,臺灣,文教康樂,65(含)-70歲,45485,442829861
201407,臺灣,文教康樂,70(含)-75歲,18745,203087968
201407,臺灣,文教康樂,75(含)-80歲,6955,76911058
201407,臺灣,文教康樂,80(含)歲以上,10778,96849715
201407,臺灣,百貨,未滿20歲,10366,24845840
201407,臺灣,百貨,20(含)-25歲,194911,388449741
201407,臺灣,百貨,25(含)-30歲,624669,1357662709
201407,臺灣,百貨,30(含)-35歲,1065393,2357075427
201407,臺灣,百貨,35(含)-40歲,1215974,2741028458
201407,臺灣,百貨,40(含)-45歲,1073369,2602741368
201407,臺灣,百貨,45(含)-50歲,887652,2430451890
201407,臺灣,百貨,50(含)-55歲,606708,1847400033
201407,臺灣,百貨,55(含)-60歲,379661,1193302178
201407,臺灣,百貨,60(含)-65歲,220451,688971483
201407,臺灣,百貨,65(含)-70歲,83552,254179124
201407,臺灣,百貨,70(含)-75歲,33139,103843463
201407,臺灣,百貨,75(含)-80歲,13939,41499809
201407,臺灣,百貨,80(含)歲以上,14614,43850105
201407,臺灣,其他,未滿20歲,16640,33626428
201407,臺灣,其他,20(含)-25歲,373500,796063334
201407,臺灣,其他,25(含)-30歲,1401797,3142783151
201407,臺灣,其他,30(含)-35歲,2519189,6180355544
201407,臺灣,其他,35(含)-40歲,2968803,8252746298
201407,臺灣,其他,40(含)-45歲,2672690,8363435608
201407,臺灣,其他,45(含)-50歲,2271495,8092491101
201407,臺灣,其他,50(含)-55歲,1609664,6566048412
201407,臺灣,其他,55(含)-60歲,988430,4497258441
201407,臺灣,其他,60(含)-65歲,532343,2706177534
201407,臺灣,其他,65(含)-70歲,170175,928413126
201407,臺灣,其他,70(含)-75歲,59948,382630352
201407,臺灣,其他,75(含)-80歲,19669,124023119
201407,臺灣,其他,80(含)歲以上,36494,219078131
201408,臺灣,食,未滿20歲,15773,22292088
201408,臺灣,食,20(含)-25歲,297071,336568752
201408,臺灣,食,25(含)-30歲,1073786,1365284550
201408,臺灣,食,30(含)-35歲,2009581,2614884610
201408,臺灣,食,35(含)-40歲,2549470,3290548772
201408,臺灣,食,40(含)-45歲,2585020,3410658329
201408,臺灣,食,45(含)-50歲,2427518,3292452108
201408,臺灣,食,50(含)-55歲,1900494,2676357802
201408,臺灣,食,55(含)-60歲,1318202,1874840282
201408,臺灣,食,60(含)-65歲,845043,1171039075
201408,臺灣,食,65(含)-70歲,345738,458381349
201408,臺灣,食,70(含)-75歲,146291,191896938
201408,臺灣,食,75(含)-80歲,60599,79803237
201408,臺灣,食,80(含)歲以上,47879,72937145
201408,臺灣,衣,未滿20歲,4014,8240001
201408,臺灣,衣,20(含)-25歲,75256,145095736
201408,臺灣,衣,25(含)-30歲,200403,425596370
201408,臺灣,衣,30(含)-35歲,331575,731156579
201408,臺灣,衣,35(含)-40歲,362713,803808404
201408,臺灣,衣,40(含)-45歲,319661,754797122
201408,臺灣,衣,45(含)-50歲,270945,721405748
201408,臺灣,衣,50(含)-55歲,185624,567566537
201408,臺灣,衣,55(含)-60歲,108537,368053307
201408,臺灣,衣,60(含)-65歲,56730,195918300
201408,臺灣,衣,65(含)-70歲,18365,63693374
201408,臺灣,衣,70(含)-75歲,6257,22205955
201408,臺灣,衣,75(含)-80歲,2004,7733053
201408,臺灣,衣,80(含)歲以上,4791,17790510
201408,臺灣,住,未滿20歲,3696,33562178
201408,臺灣,住,20(含)-25歲,48293,162271360
201408,臺灣,住,25(含)-30歲,170128,645193440
201408,臺灣,住,30(含)-35歲,310021,1246825681
201408,臺灣,住,35(含)-40歲,388915,1698617622
201408,臺灣,住,40(含)-45歲,392495,1846022923
201408,臺灣,住,45(含)-50歲,357897,1794829142
201408,臺灣,住,50(含)-55歲,264672,1354603370
201408,臺灣,住,55(含)-60歲,167025,906799072
201408,臺灣,住,60(含)-65歲,99005,544430250
201408,臺灣,住,65(含)-70歲,39160,200001669
201408,臺灣,住,70(含)-75歲,15433,76278480
201408,臺灣,住,75(含)-80歲,6164,31450143
201408,臺灣,住,80(含)歲以上,6805,40390865
201408,臺灣,行,未滿20歲,21670,24939767
201408,臺灣,行,20(含)-25歲,413833,300402068
201408,臺灣,行,25(含)-30歲,1440904,1208539024
201408,臺灣,行,30(含)-35歲,2321056,2232217356
201408,臺灣,行,35(含)-40歲,2474094,2727402577
201408,臺灣,行,40(含)-45歲,2272853,2703395786
201408,臺灣,行,45(含)-50歲,2021160,2487014228
201408,臺灣,行,50(含)-55歲,1600821,2006768008
201408,臺灣,行,55(含)-60歲,1085123,1352821206
201408,臺灣,行,60(含)-65歲,617934,761688309
201408,臺灣,行,65(含)-70歲,214068,250827108
201408,臺灣,行,70(含)-75歲,73775,86935796
201408,臺灣,行,75(含)-80歲,22838,27362997
201408,臺灣,行,80(含)歲以上,22269,31060715
201408,臺灣,文教康樂,未滿20歲,13883,64925382
201408,臺灣,文教康樂,20(含)-25歲,247815,638291872
201408,臺灣,文教康樂,25(含)-30歲,654780,1829470790
201408,臺灣,文教康樂,30(含)-35歲,805872,2860268593
201408,臺灣,文教康樂,35(含)-40歲,781030,3368397950
201408,臺灣,文教康樂,40(含)-45歲,720405,4082876008
201408,臺灣,文教康樂,45(含)-50歲,617125,4546393860
201408,臺灣,文教康樂,50(含)-55歲,408083,3466310569
201408,臺灣,文教康樂,55(含)-60歲,232137,2047292935
201408,臺灣,文教康樂,60(含)-65歲,128212,1209089391
201408,臺灣,文教康樂,65(含)-70歲,48852,509258008
201408,臺灣,文教康樂,70(含)-75歲,19848,229607842
201408,臺灣,文教康樂,75(含)-80歲,7484,83045881
201408,臺灣,文教康樂,80(含)歲以上,11391,109911579
201408,臺灣,百貨,未滿20歲,11462,25245198
201408,臺灣,百貨,20(含)-25歲,201289,412421455
201408,臺灣,百貨,25(含)-30歲,637551,1444875238
201408,臺灣,百貨,30(含)-35歲,1069372,2441105977
201408,臺灣,百貨,35(含)-40歲,1201093,2792324260
201408,臺灣,百貨,40(含)-45歲,1053540,2630018426
201408,臺灣,百貨,45(含)-50歲,880797,2416631721
201408,臺灣,百貨,50(含)-55歲,604979,1806838885
201408,臺灣,百貨,55(含)-60歲,374350,1206758244
201408,臺灣,百貨,60(含)-65歲,216825,676711555
201408,臺灣,百貨,65(含)-70歲,81989,248177988
201408,臺灣,百貨,70(含)-75歲,30968,96355815
201408,臺灣,百貨,75(含)-80歲,13484,41422081
201408,臺灣,百貨,80(含)歲以上,14242,40607078
201408,臺灣,其他,未滿20歲,17996,35760188
201408,臺灣,其他,20(含)-25歲,390592,805607084
201408,臺灣,其他,25(含)-30歲,1461257,3178532648
201408,臺灣,其他,30(含)-35歲,2576599,6190681036
201408,臺灣,其他,35(含)-40歲,2990068,8178436370
201408,臺灣,其他,40(含)-45歲,2673864,8394033738
201408,臺灣,其他,45(含)-50歲,2295121,8282307145
201408,臺灣,其他,50(含)-55歲,1630611,6723541845
201408,臺灣,其他,55(含)-60歲,995507,4540446685
201408,臺灣,其他,60(含)-65歲,538766,2756762976
201408,臺灣,其他,65(含)-70歲,175447,921016563
201408,臺灣,其他,70(含)-75歲,59987,379211426
201408,臺灣,其他,75(含)-80歲,19939,121524535
201408,臺灣,其他,80(含)歲以上,36914,230408040
201409,臺灣,食,未滿20歲,15082,20553339
201409,臺灣,食,20(含)-25歲,267611,283023845
201409,臺灣,食,25(含)-30歲,936837,1153444592
201409,臺灣,食,30(含)-35歲,1767648,2154841357
201409,臺灣,食,35(含)-40歲,2250943,2677003165
201409,臺灣,食,40(含)-45歲,2271772,2730302458
201409,臺灣,食,45(含)-50歲,2121270,2618891842
201409,臺灣,食,50(含)-55歲,1669489,2168289298
201409,臺灣,食,55(含)-60歲,1161103,1538368299
201409,臺灣,食,60(含)-65歲,751998,986973224
201409,臺灣,食,65(含)-70歲,313297,395682772
201409,臺灣,食,70(含)-75歲,131946,165842594
201409,臺灣,食,75(含)-80歲,55154,67065851
201409,臺灣,食,80(含)歲以上,43164,61115350
201409,臺灣,衣,未滿20歲,4046,7791857
201409,臺灣,衣,20(含)-25歲,72178,144556062
201409,臺灣,衣,25(含)-30歲,189031,432826166
201409,臺灣,衣,30(含)-35歲,303299,727426145
201409,臺灣,衣,35(含)-40歲,313748,768834974
201409,臺灣,衣,40(含)-45歲,260106,690195050
201409,臺灣,衣,45(含)-50歲,221823,674261054
201409,臺灣,衣,50(含)-55歲,158728,535960082
201409,臺灣,衣,55(含)-60歲,96677,362396751
201409,臺灣,衣,60(含)-65歲,50910,198515471
201409,臺灣,衣,65(含)-70歲,16845,68090423
201409,臺灣,衣,70(含)-75歲,5372,22816896
201409,臺灣,衣,75(含)-80歲,1707,7184617
201409,臺灣,衣,80(含)歲以上,4209,17885681
201409,臺灣,住,未滿20歲,3748,26933424
201409,臺灣,住,20(含)-25歲,45003,148672425
201409,臺灣,住,25(含)-30歲,153474,613123426
201409,臺灣,住,30(含)-35歲,275857,1182203064
201409,臺灣,住,35(含)-40歲,326099,1469006345
201409,臺灣,住,40(含)-45歲,312896,1464394459
201409,臺灣,住,45(含)-50歲,295645,1441020099
201409,臺灣,住,50(含)-55歲,234373,1184458206
201409,臺灣,住,55(含)-60歲,153998,860824050
201409,臺灣,住,60(含)-65歲,91630,511961133
201409,臺灣,住,65(含)-70歲,35894,192627154
201409,臺灣,住,70(含)-75歲,13945,65312027
201409,臺灣,住,75(含)-80歲,5952,30496329
201409,臺灣,住,80(含)歲以上,6384,46353905
201409,臺灣,行,未滿20歲,23199,22997826
201409,臺灣,行,20(含)-25歲,395117,276293422
201409,臺灣,行,25(含)-30歲,1363679,1137104977
201409,臺灣,行,30(含)-35歲,2204365,2096221327
201409,臺灣,行,35(含)-40歲,2328131,2510246460
201409,臺灣,行,40(含)-45歲,2105075,2437278387
201409,臺灣,行,45(含)-50歲,1900507,2284117278
201409,臺灣,行,50(含)-55歲,1534370,1887262363
201409,臺灣,行,55(含)-60歲,1048381,1297078128
201409,臺灣,行,60(含)-65歲,599866,731343362
201409,臺灣,行,65(含)-70歲,209311,243281434
201409,臺灣,行,70(含)-75歲,71669,83026240
201409,臺灣,行,75(含)-80歲,22442,27061537
201409,臺灣,行,80(含)歲以上,21121,29175804
201409,臺灣,文教康樂,未滿20歲,10842,47516202
201409,臺灣,文教康樂,20(含)-25歲,196649,591780011
201409,臺灣,文教康樂,25(含)-30歲,519108,1830878323
201409,臺灣,文教康樂,30(含)-35歲,688374,2959308731
201409,臺灣,文教康樂,35(含)-40歲,693819,3157102700
201409,臺灣,文教康樂,40(含)-45歲,630211,3298013166
201409,臺灣,文教康樂,45(含)-50歲,558258,3928615759
201409,臺灣,文教康樂,50(含)-55歲,389461,3451963600
201409,臺灣,文教康樂,55(含)-60歲,229536,2311673204
201409,臺灣,文教康樂,60(含)-65歲,130273,1477067565
201409,臺灣,文教康樂,65(含)-70歲,51296,645189427
201409,臺灣,文教康樂,70(含)-75歲,20506,272056900
201409,臺灣,文教康樂,75(含)-80歲,7729,103735323
201409,臺灣,文教康樂,80(含)歲以上,11311,119677164
201409,臺灣,百貨,未滿20歲,10137,22167740
201409,臺灣,百貨,20(含)-25歲,186171,413219536
201409,臺灣,百貨,25(含)-30歲,585964,1560731476
201409,臺灣,百貨,30(含)-35歲,989230,2744272081
201409,臺灣,百貨,35(含)-40歲,1081008,3094439925
201409,臺灣,百貨,40(含)-45歲,917938,2834135310
201409,臺灣,百貨,45(含)-50歲,763604,2646135641
201409,臺灣,百貨,50(含)-55歲,544190,2098600157
