年月,地區,信用卡產業別,年齡層,信用卡交易筆數,信用卡交易金額[新臺幣],編號
201503,臺灣,食,65(含)-70歲,343799,452297577,1383
201503,臺灣,食,70(含)-75歲,136182,178432518,1384
201503,臺灣,食,75(含)-80歲,58323,74946319,1385
201503,臺灣,食,80(含)歲以上,43961,63875112,1386
201503,臺灣,衣,未滿20歲,4236,8680961,1387
201503,臺灣,衣,20(含)-25歲,83911,174620450,1388
201503,臺灣,衣,25(含)-30歲,206295,488155021,1389
201503,臺灣,衣,30(含)-35歲,333001,822076028,1390
201503,臺灣,衣,35(含)-40歲,353474,886763505,1391
201503,臺灣,衣,40(含)-45歲,281819,767520765,1392
201503,臺灣,衣,45(含)-50歲,235884,731293082,1393
201503,臺灣,衣,50(含)-55歲,171442,590020566,1394
201503,臺灣,衣,55(含)-60歲,108789,431279545,1395
201503,臺灣,衣,60(含)-65歲,61898,251019374,1396
201503,臺灣,衣,65(含)-70歲,21896,88209020,1397
201503,臺灣,衣,70(含)-75歲,6800,30083982,1398
201503,臺灣,衣,75(含)-80歲,2236,9734813,1399
201503,臺灣,衣,80(含)歲以上,4512,22655168,1400
201503,臺灣,住,未滿20歲,2808,18978483,1401
201503,臺灣,住,20(含)-25歲,49208,156403785,1402
201503,臺灣,住,25(含)-30歲,163705,603812746,1403
201503,臺灣,住,30(含)-35歲,291394,1140310565,1404
201503,臺灣,住,35(含)-40歲,344072,1426257195,1405
201503,臺灣,住,40(含)-45歲,316427,1385342479,1406
201503,臺灣,住,45(含)-50歲,289010,1370071847,1407
201503,臺灣,住,50(含)-55歲,231308,1111973424,1408
201503,臺灣,住,55(含)-60歲,161551,900242772,1409
201503,臺灣,住,60(含)-65歲,101749,566005634,1410
201503,臺灣,住,65(含)-70歲,42372,221310288,1411
201503,臺灣,住,70(含)-75歲,15378,76429953,1412
201503,臺灣,住,75(含)-80歲,6689,33669367,1413
201503,臺灣,住,80(含)歲以上,6652,42893910,1414
201503,臺灣,行,未滿20歲,25273,23075515,1415
201503,臺灣,行,20(含)-25歲,424181,291467210,1416
201503,臺灣,行,25(含)-30歲,1348040,1044092359,1417
201503,臺灣,行,30(含)-35歲,2200197,1855214607,1418
201503,臺灣,行,35(含)-40歲,2371777,2226164132,1419
201503,臺灣,行,40(含)-45歲,2106390,2109436561,1420
201503,臺灣,行,45(含)-50歲,1918752,1972374073,1421
201503,臺灣,行,50(含)-55歲,1572014,1642529340,1422
201503,臺灣,行,55(含)-60歲,1102548,1156452327,1423
201503,臺灣,行,60(含)-65歲,664219,692871723,1424
201503,臺灣,行,65(含)-70歲,248901,250040415,1425
201503,臺灣,行,70(含)-75歲,81245,82054047,1426
201503,臺灣,行,75(含)-80歲,26609,27922898,1427
201503,臺灣,行,80(含)歲以上,21739,27122515,1428
201503,臺灣,文教康樂,未滿20歲,10872,45030477,1429
201503,臺灣,文教康樂,20(含)-25歲,222733,674548883,1430
201503,臺灣,文教康樂,25(含)-30歲,555749,1982261119,1431
201503,臺灣,文教康樂,30(含)-35歲,728465,3125993490,1432
201503,臺灣,文教康樂,35(含)-40歲,748224,3435158498,1433
201503,臺灣,文教康樂,40(含)-45歲,647050,3256818949,1434
201503,臺灣,文教康樂,45(含)-50歲,546547,3112626122,1435
201503,臺灣,文教康樂,50(含)-55歲,393118,2708196957,1436
201503,臺灣,文教康樂,55(含)-60歲,246907,2041624500,1437
201503,臺灣,文教康樂,60(含)-65歲,149220,1428238531,1438
201503,臺灣,文教康樂,65(含)-70歲,62406,672140442,1439
201503,臺灣,文教康樂,70(含)-75歲,22972,267290208,1440
201503,臺灣,文教康樂,75(含)-80歲,9021,111568962,1441
201503,臺灣,文教康樂,80(含)歲以上,11936,107753215,1442
201503,臺灣,百貨,未滿20歲,9575,21345923,1443
201503,臺灣,百貨,20(含)-25歲,202854,422872264,1444
201503,臺灣,百貨,25(含)-30歲,584299,1422675094,1445
201503,臺灣,百貨,30(含)-35歲,968657,2410056477,1446
201503,臺灣,百貨,35(含)-40歲,1089171,2807037622,1447
201503,臺灣,百貨,40(含)-45歲,906260,2484450401,1448
201503,臺灣,百貨,45(含)-50歲,748571,2298285202,1449
201503,臺灣,百貨,50(含)-55歲,538166,1850303555,1450
201503,臺灣,百貨,55(含)-60歲,346124,1286021872,1451
201503,臺灣,百貨,60(含)-65歲,209212,765977153,1452
201503,臺灣,百貨,65(含)-70歲,85727,307803187,1453
201503,臺灣,百貨,70(含)-75歲,30884,112886802,1454
201503,臺灣,百貨,75(含)-80歲,13667,46293786,1455
201503,臺灣,百貨,80(含)歲以上,14081,45672549,1456
201503,臺灣,其他,未滿20歲,19454,39090088,1457
201503,臺灣,其他,20(含)-25歲,452841,1010084497,1458
201503,臺灣,其他,25(含)-30歲,1601125,3757674600,1459
201503,臺灣,其他,30(含)-35歲,2847484,7130915605,1460
201503,臺灣,其他,35(含)-40歲,3447038,9537117680,1461
201503,臺灣,其他,40(含)-45歲,3041687,9542676450,1462
201503,臺灣,其他,45(含)-50歲,2612204,9287316052,1463
201503,臺灣,其他,50(含)-55歲,1919212,7817474311,1464
201503,臺灣,其他,55(含)-60歲,1194835,5498305592,1465
201503,臺灣,其他,60(含)-65歲,670773,3515436417,1466
201503,臺灣,其他,65(含)-70歲,233558,1268474835,1467
201503,臺灣,其他,70(含)-75歲,73742,442283027,1468
201503,臺灣,其他,75(含)-80歲,25240,143581905,1469
201503,臺灣,其他,80(含)歲以上,42212,267507520,1470
201504,臺灣,食,未滿20歲,14339,20231886,1471
201504,臺灣,食,20(含)-25歲,272021,284211493,1472
201504,臺灣,食,25(含)-30歲,913866,1088119653,1473
201504,臺灣,食,30(含)-35歲,1749001,2136404013,1474
201504,臺灣,食,35(含)-40歲,2286483,2712459290,1475
201504,臺灣,食,40(含)-45歲,2275430,2692681775,1476
201504,臺灣,食,45(含)-50歲,2130902,2603230882,1477
201504,臺灣,食,50(含)-55歲,1692651,2163431382,1478
201504,臺灣,食,55(含)-60歲,1173733,1555894721,1479
201504,臺灣,食,60(含)-65歲,784328,1019672295,1480
201504,臺灣,食,65(含)-70歲,353774,448995087,1481
201504,臺灣,食,70(含)-75歲,138529,171787705,1482
201504,臺灣,食,75(含)-80歲,59509,72791990,1483
201504,臺灣,食,80(含)歲以上,44602,62271782,1484
201504,臺灣,衣,未滿20歲,3703,7504674,1485
201504,臺灣,衣,20(含)-25歲,81985,164605906,1486
201504,臺灣,衣,25(含)-30歲,214968,490686652,1487
201504,臺灣,衣,30(含)-35歲,351050,844049048,1488
201504,臺灣,衣,35(含)-40歲,372350,913408645,1489
201504,臺灣,衣,40(含)-45歲,295887,786156214,1490
201504,臺灣,衣,45(含)-50歲,246386,736041652,1491
201504,臺灣,衣,50(含)-55歲,174342,588681931,1492
201504,臺灣,衣,55(含)-60歲,107289,416464404,1493
201504,臺灣,衣,60(含)-65歲,60738,242100221,1494
201504,臺灣,衣,65(含)-70歲,21681,90909455,1495
201504,臺灣,衣,70(含)-75歲,6772,31275784,1496
201504,臺灣,衣,75(含)-80歲,2303,10709975,1497
201504,臺灣,衣,80(含)歲以上,4707,18989127,1498
201504,臺灣,住,未滿20歲,2740,25365083,1499
201504,臺灣,住,20(含)-25歲,45278,161671188,1500
201504,臺灣,住,25(含)-30歲,156513,621621846,1501
201504,臺灣,住,30(含)-35歲,284973,1216351748,1502
201504,臺灣,住,35(含)-40歲,341727,1570411563,1503
201504,臺灣,住,40(含)-45歲,321132,1583496843,1504
201504,臺灣,住,45(含)-50歲,293500,1503524873,1505
201504,臺灣,住,50(含)-55歲,234186,1267856852,1506
201504,臺灣,住,55(含)-60歲,162035,958247093,1507
201504,臺灣,住,60(含)-65歲,101162,594645530,1508
201504,臺灣,住,65(含)-70歲,43120,237486210,1509
201504,臺灣,住,70(含)-75歲,15604,82540887,1510
201504,臺灣,住,75(含)-80歲,6500,32345105,1511
201504,臺灣,住,80(含)歲以上,6524,50011943,1512
201504,臺灣,行,未滿20歲,23582,22408013,1513
201504,臺灣,行,20(含)-25歲,414732,281582191,1514
201504,臺灣,行,25(含)-30歲,1322180,1015982115,1515
201504,臺灣,行,30(含)-35歲,2144530,1800433955,1516
201504,臺灣,行,35(含)-40歲,2308588,2157185991,1517
201504,臺灣,行,40(含)-45歲,2055941,2064027785,1518
201504,臺灣,行,45(含)-50歲,1865553,1922400732,1519
201504,臺灣,行,50(含)-55歲,1520715,1588832989,1520
201504,臺灣,行,55(含)-60歲,1060304,1107792168,1521
201504,臺灣,行,60(含)-65歲,634688,658764362,1522
201504,臺灣,行,65(含)-70歲,238016,235110978,1523
201504,臺灣,行,70(含)-75歲,76253,76205387,1524
201504,臺灣,行,75(含)-80歲,24986,25597610,1525
201504,臺灣,行,80(含)歲以上,21251,25943557,1526
201504,臺灣,文教康樂,未滿20歲,10657,44049920,1527
201504,臺灣,文教康樂,20(含)-25歲,236144,641625318,1528
201504,臺灣,文教康樂,25(含)-30歲,606729,1898977635,1529
201504,臺灣,文教康樂,30(含)-35歲,787085,2944330939,1530
201504,臺灣,文教康樂,35(含)-40歲,770153,3306891562,1531
201504,臺灣,文教康樂,40(含)-45歲,644786,3185359954,1532
201504,臺灣,文教康樂,45(含)-50歲,536828,3053947808,1533
201504,臺灣,文教康樂,50(含)-55歲,385298,2762753146,1534
201504,臺灣,文教康樂,55(含)-60歲,242107,2205604987,1535
201504,臺灣,文教康樂,60(含)-65歲,147798,1599421707,1536
201504,臺灣,文教康樂,65(含)-70歲,62854,777095813,1537
201504,臺灣,文教康樂,70(含)-75歲,23045,312654983,1538
201504,臺灣,文教康樂,75(含)-80歲,9235,122281374,1539
201504,臺灣,文教康樂,80(含)歲以上,11918,123123423,1540
201504,臺灣,百貨,未滿20歲,9362,23271708,1541
201504,臺灣,百貨,20(含)-25歲,208574,460938902,1542
201504,臺灣,百貨,25(含)-30歲,634230,1663338476,1543
201504,臺灣,百貨,30(含)-35歲,1067660,2871637737,1544
201504,臺灣,百貨,35(含)-40歲,1198848,3294998834,1545
201504,臺灣,百貨,40(含)-45歲,1004597,2951906829,1546
201504,臺灣,百貨,45(含)-50歲,834981,2729015796,1547
201504,臺灣,百貨,50(含)-55歲,602376,2203783698,1548
201504,臺灣,百貨,55(含)-60歲,389776,1538033110,1549
201504,臺灣,百貨,60(含)-65歲,236786,927115628,1550
201504,臺灣,百貨,65(含)-70歲,96598,371350429,1551
201504,臺灣,百貨,70(含)-75歲,34579,138513593,1552
201504,臺灣,百貨,75(含)-80歲,14998,56741226,1553
201504,臺灣,百貨,80(含)歲以上,14564,47524053,1554
201504,臺灣,其他,未滿20歲,18122,33914972,1555
201504,臺灣,其他,20(含)-25歲,430049,951769999,1556
201504,臺灣,其他,25(含)-30歲,1491576,3613207101,1557
201504,臺灣,其他,30(含)-35歲,2638958,6901856874,1558
201504,臺灣,其他,35(含)-40歲,3194638,9494669821,1559
201504,臺灣,其他,40(含)-45歲,2817601,9612984551,1560
201504,臺灣,其他,45(含)-50歲,2419969,9756408968,1561
201504,臺灣,其他,50(含)-55歲,1768972,8478693455,1562
201504,臺灣,其他,55(含)-60歲,1090886,5940166429,1563
201504,臺灣,其他,60(含)-65歲,617301,4100409131,1564
201504,臺灣,其他,65(含)-70歲,217624,1618790310,1565
201504,臺灣,其他,70(含)-75歲,68105,583282162,1566
201504,臺灣,其他,75(含)-80歲,23320,181012758,1567
201504,臺灣,其他,80(含)歲以上,40775,257094900,1568
201505,臺灣,食,未滿20歲,15886,21482469,1569
201505,臺灣,食,20(含)-25歲,306950,342744163,1570
201505,臺灣,食,25(含)-30歲,1029059,1295560205,1571
201505,臺灣,食,30(含)-35歲,1958610,2508008238,1572
201505,臺灣,食,35(含)-40歲,2561028,3167893258,1573
201505,臺灣,食,40(含)-45歲,2538984,3144057424,1574
201505,臺灣,食,45(含)-50歲,2368376,3014924780,1575
201505,臺灣,食,50(含)-55歲,1878367,2498681520,1576
201505,臺灣,食,55(含)-60歲,1294060,1767968094,1577
201505,臺灣,食,60(含)-65歲,863695,1170900150,1578
201505,臺灣,食,65(含)-70歲,387296,508254477,1579
201505,臺灣,食,70(含)-75歲,149373,191428666,1580
201505,臺灣,食,75(含)-80歲,64534,83651582,1581
201505,臺灣,食,80(含)歲以上,47797,70508087,1582
201505,臺灣,衣,未滿20歲,4630,9176910,1583
201505,臺灣,衣,20(含)-25歲,92518,181783366,1584
201505,臺灣,衣,25(含)-30歲,234790,521137690,1585
201505,臺灣,衣,30(含)-35歲,376728,878314969,1586
201505,臺灣,衣,35(含)-40歲,408981,977660540,1587
201505,臺灣,衣,40(含)-45歲,334681,861823591,1588
201505,臺灣,衣,45(含)-50歲,279627,808532506,1589
201505,臺灣,衣,50(含)-55歲,198770,648243354,1590
201505,臺灣,衣,55(含)-60歲,121350,452960946,1591
201505,臺灣,衣,60(含)-65歲,67711,256810686,1592
201505,臺灣,衣,65(含)-70歲,24874,93299547,1593
201505,臺灣,衣,70(含)-75歲,7765,30190163,1594
201505,臺灣,衣,75(含)-80歲,2759,11876405,1595
201505,臺灣,衣,80(含)歲以上,5182,21613498,1596
201505,臺灣,住,未滿20歲,2939,28518847,1597
201505,臺灣,住,20(含)-25歲,47632,165937272,1598
201505,臺灣,住,25(含)-30歲,165455,672682360,1599
201505,臺灣,住,30(含)-35歲,296769,1265092536,1600
201505,臺灣,住,35(含)-40歲,355383,1607415014,1601
201505,臺灣,住,40(含)-45歲,332549,1582833820,1602
201505,臺灣,住,45(含)-50歲,303351,1523215230,1603
201505,臺灣,住,50(含)-55歲,242228,1272864697,1604
201505,臺灣,住,55(含)-60歲,167495,997490396,1605
201505,臺灣,住,60(含)-65歲,105427,623033158,1606
201505,臺灣,住,65(含)-70歲,44827,256383746,1607
201505,臺灣,住,70(含)-75歲,16257,84795443,1608
201505,臺灣,住,75(含)-80歲,6732,33339384,1609
201505,臺灣,住,80(含)歲以上,6860,46266341,1610
201505,臺灣,行,未滿20歲,25618,27258694,1611
201505,臺灣,行,20(含)-25歲,447421,315470688,1612
201505,臺灣,行,25(含)-30歲,1399982,1106679187,1613
201505,臺灣,行,30(含)-35歲,2255817,1954883008,1614
201505,臺灣,行,35(含)-40歲,2420908,2344389574,1615
201505,臺灣,行,40(含)-45歲,2139184,2218793562,1616
201505,臺灣,行,45(含)-50歲,1936722,2072794755,1617
201505,臺灣,行,50(含)-55歲,1575483,1700102460,1618
201505,臺灣,行,55(含)-60歲,1087254,1190429893,1619
201505,臺灣,行,60(含)-65歲,648724,698394425,1620
201505,臺灣,行,65(含)-70歲,240906,250326783,1621
201505,臺灣,行,70(含)-75歲,76275,78486239,1622
201505,臺灣,行,75(含)-80歲,25220,29171085,1623
201505,臺灣,行,80(含)歲以上,21682,27150603,1624
201505,臺灣,文教康樂,未滿20歲,10644,52290516,1625
201505,臺灣,文教康樂,20(含)-25歲,214124,650197409,1626
201505,臺灣,文教康樂,25(含)-30歲,539480,1809218895,1627
201505,臺灣,文教康樂,30(含)-35歲,716613,2896026838,1628
201505,臺灣,文教康樂,35(含)-40歲,742508,3398589982,1629
201505,臺灣,文教康樂,40(含)-45歲,643675,3505276184,1630
201505,臺灣,文教康樂,45(含)-50歲,545138,3463116328,1631
201505,臺灣,文教康樂,50(含)-55歲,386253,2940034448,1632
201505,臺灣,文教康樂,55(含)-60歲,239670,2281108808,1633
201505,臺灣,文教康樂,60(含)-65歲,146638,1657563977,1634
201505,臺灣,文教康樂,65(含)-70歲,62547,813812277,1635
201505,臺灣,文教康樂,70(含)-75歲,22816,340620352,1636
201505,臺灣,文教康樂,75(含)-80歲,8991,128919055,1637
201505,臺灣,文教康樂,80(含)歲以上,11802,120168940,1638
201505,臺灣,百貨,未滿20歲,10407,22173235,1639
201505,臺灣,百貨,20(含)-25歲,223711,465134900,1640
201505,臺灣,百貨,25(含)-30歲,655491,1560343697,1641
201505,臺灣,百貨,30(含)-35歲,1086538,2612774755,1642
201505,臺灣,百貨,35(含)-40歲,1235261,3045845838,1643
201505,臺灣,百貨,40(含)-45歲,1050134,2789195833,1644
201505,臺灣,百貨,45(含)-50歲,880229,2632781440,1645
201505,臺灣,百貨,50(含)-55歲,639297,2110942112,1646
201505,臺灣,百貨,55(含)-60歲,409410,1451567382,1647
201505,臺灣,百貨,60(含)-65歲,250731,877444919,1648
201505,臺灣,百貨,65(含)-70歲,102387,352246123,1649
201505,臺灣,百貨,70(含)-75歲,37134,124852480,1650
201505,臺灣,百貨,75(含)-80歲,15790,53219377,1651
201505,臺灣,百貨,80(含)歲以上,15472,48091145,1652
201505,臺灣,其他,未滿20歲,19922,42469393,1653
201505,臺灣,其他,20(含)-25歲,451749,1138592980,1654
201505,臺灣,其他,25(含)-30歲,1615496,4657906711,1655
201505,臺灣,其他,30(含)-35歲,2847892,10258994715,1656
201505,臺灣,其他,35(含)-40歲,3374361,15378518301,1657
201505,臺灣,其他,40(含)-45歲,2946318,16637477940,1658
201505,臺灣,其他,45(含)-50歲,2525653,16756285656,1659
201505,臺灣,其他,50(含)-55歲,1837792,15302908939,1660
201505,臺灣,其他,55(含)-60歲,1138101,12000867723,1661
201505,臺灣,其他,60(含)-65歲,649017,9880464072,1662
201505,臺灣,其他,65(含)-70歲,228481,3961490857,1663
201505,臺灣,其他,70(含)-75歲,73030,1449662226,1664
201505,臺灣,其他,75(含)-80歲,25483,698729224,1665
201505,臺灣,其他,80(含)歲以上,41575,407272245,1666
201506,臺灣,食,未滿20歲,16429,21208702,1667
201506,臺灣,食,20(含)-25歲,292693,307522172,1668
201506,臺灣,食,25(含)-30歲,980982,1151884920,1669
201506,臺灣,食,30(含)-35歲,1874443,2209594765,1670
201506,臺灣,食,35(含)-40歲,2477887,2858870572,1671
201506,臺灣,食,40(含)-45歲,2465870,2867867258,1672
201506,臺灣,食,45(含)-50歲,2324285,2788120498,1673
201506,臺灣,食,50(含)-55歲,1862097,2319200094,1674
201506,臺灣,食,55(含)-60歲,1292435,1662720364,1675
201506,臺灣,食,60(含)-65歲,873075,1103984034,1676
201506,臺灣,食,65(含)-70歲,395594,482759756,1677
201506,臺灣,食,70(含)-75歲,151604,184537270,1678
201506,臺灣,食,75(含)-80歲,65700,79159064,1679
201506,臺灣,食,80(含)歲以上,47897,65847914,1680
201506,臺灣,衣,未滿20歲,4989,9476262,1681
201506,臺灣,衣,20(含)-25歲,99364,187652824,1682
201506,臺灣,衣,25(含)-30歲,243503,511739346,1683
201506,臺灣,衣,30(含)-35歲,378663,841409189,1684
201506,臺灣,衣,35(含)-40歲,401088,914735103,1685
201506,臺灣,衣,40(含)-45歲,327566,812716158,1686
201506,臺灣,衣,45(含)-50歲,276845,773200661,1687
201506,臺灣,衣,50(含)-55歲,192034,600566288,1688
201506,臺灣,衣,55(含)-60歲,113685,396024110,1689
201506,臺灣,衣,60(含)-65歲,63509,230440566,1690
201506,臺灣,衣,65(含)-70歲,22894,89909384,1691
201506,臺灣,衣,70(含)-75歲,7383,26972824,1692
201506,臺灣,衣,75(含)-80歲,2502,10128154,1693
201506,臺灣,衣,80(含)歲以上,5047,18661216,1694
201506,臺灣,住,未滿20歲,2918,23851042,1695
201506,臺灣,住,20(含)-25歲,48351,170840656,1696
201506,臺灣,住,25(含)-30歲,162852,674009223,1697
201506,臺灣,住,30(含)-35歲,290107,1244462515,1698
201506,臺灣,住,35(含)-40歲,351367,1615936371,1699
201506,臺灣,住,40(含)-45歲,330811,1648634930,1700
201506,臺灣,住,45(含)-50歲,305144,1580013729,1701
201506,臺灣,住,50(含)-55歲,246878,1337025333,1702
201506,臺灣,住,55(含)-60歲,167673,967532984,1703
201506,臺灣,住,60(含)-65歲,104625,601917239,1704
201506,臺灣,住,65(含)-70歲,45020,260938689,1705
201506,臺灣,住,70(含)-75歲,16238,79872597,1706
201506,臺灣,住,75(含)-80歲,6793,34974056,1707
201506,臺灣,住,80(含)歲以上,6824,43492717,1708
201506,臺灣,行,未滿20歲,25740,25255134,1709
201506,臺灣,行,20(含)-25歲,453460,320444202,1710
201506,臺灣,行,25(含)-30歲,1411220,1112324209,1711
201506,臺灣,行,30(含)-35歲,2270987,1957752203,1712
201506,臺灣,行,35(含)-40歲,2453387,2369879412,1713
201506,臺灣,行,40(含)-45歲,2176259,2269249620,1714
201506,臺灣,行,45(含)-50歲,1985783,2160029440,1715
